transaction_id,parent,parent_type,child,child_type,rel_type,date
2403/53_tr_255,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,National Intellectual Property Office of Sri Lanka,department,department,2024-09-27
2403/53_tr_256,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Consumer Affairs Authority,department,department,2024-09-27
2403/53_tr_257,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Department of Co-operative Development (Registrar of Co-operative Societies),department,department,2024-09-27
2403/53_tr_258,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Co-operative Employees Commission,department,department,2024-09-27
2403/53_tr_259,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,National Institute of Co-operative Development,department,department,2024-09-27
2403/53_tr_260,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Ceylon Industrial Development Board,department,department,2024-09-27
2403/53_tr_261,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Lanka Leyland Ltd.,department,department,2024-09-27
2403/53_tr_262,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,National Paper Corporation Ltd.,department,department,2024-09-27
2403/53_tr_263,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Lanka Cement Ltd,department,department,2024-09-27
2403/53_tr_264,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Kahatagaha Graphite Lanka Ltd,department,department,2024-09-27
2403/53_tr_265,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Ceylon Ceramics Corporation (Brick and Tiles Division),department,department,2024-09-27
2403/53_tr_266,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,National Enterprise Development Authority,department,department,2024-09-27
2403/53_tr_267,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Lanka Mineral Sands Company,department,department,2024-09-27
2403/53_tr_268,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Small and Medium Enterprises Venture Capital Company,department,department,2024-09-27
2403/53_tr_269,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Small and Medium Enterprises Authority,department,department,2024-09-27
2403/53_tr_270,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Timber-related Design Centre,department,department,2024-09-27
2403/53_tr_271,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,National Crafts Council,department,department,2024-09-27
2403/53_tr_272,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Department of Textile Industries,department,department,2024-09-27
2403/53_tr_273,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Sri Lanka Institute of Textile and Apparels,department,department,2024-09-27
2403/53_tr_274,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Lanka Textile Mills Emporium Ltd.,department,department,2024-09-27
2403/53_tr_275,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Lanka Salusala Ltd,department,department,2024-09-27
2403/53_tr_276,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Sri Lanka Handicraft Board (Laksala),department,department,2024-09-27
2403/53_tr_277,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,National Design Centre,department,department,2024-09-27
2403/53_tr_278,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,National Gem and Jewellery Authority,department,department,2024-09-27
2403/53_tr_279,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Gem and Jewellery Research and Training Institute,department,department,2024-09-27
2403/53_tr_280,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Industrial Technology Institute,department,department,2024-09-27
2403/53_tr_281,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Lanka Phosphate Limited,department,department,2024-09-27
2403/53_tr_282,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Vidatha Centres,department,department,2024-09-27
2403/53_tr_283,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,National Salt Limited,department,department,2024-09-27
2403/53_tr_284,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Sri Lanka Cement Corporation,department,department,2024-09-27
2403/53_tr_285,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Paranthan Chemicals Ltd,department,department,2024-09-27
2403/53_tr_286,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,BCC Lanka Limited,department,department,2024-09-27
2403/53_tr_287,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Lanka General Trading Company Ltd,department,department,2024-09-27
2403/53_tr_288,"Minister of Trade, Commerce, Food Security, Cooperative Development, Industry and Entrepreneurship Development",minister,Colombo Lotus Tower Management Company (Pvt) Limited,department,department,2024-09-27
2403/53_tr_289,Minister of Health,minister,National Health Council,department,department,2024-09-27
2403/53_tr_290,Minister of Health,minister,Medical Research Institute,department,department,2024-09-27
2403/53_tr_291,Minister of Health,minister,National Institute of Health Sciences,department,department,2024-09-27
2403/53_tr_292,Minister of Health,minister,Sri Lanka Medical Council,department,department,2024-09-27
2403/53_tr_293,Minister of Health,minister,Sri Lanka Medical College Council,department,department,2024-09-27
2403/53_tr_294,Minister of Health,minister,Private Health Services Regulatory Council,department,department,2024-09-27
2403/53_tr_295,Minister of Health,minister,Department of Health Services,department,department,2024-09-27
2403/53_tr_296,Minister of Health,minister,"All National, Teaching and Specific Government Hospitals",department,department,2024-09-27
2403/53_tr_297,Minister of Health,minister,School of Medical Laboratory Technology,department,department,2024-09-27
2403/53_tr_298,Minister of Health,minister,"National Institute of Nephrology, Dialysis and Transplantation",department,department,2024-09-27
2403/53_tr_299,Minister of Health,minister,Sri Jayewardenepura General Hospital,department,department,2024-09-27
2403/53_tr_300,Minister of Health,minister,Vijaya Kumaratunga Memorial Hospital,department,department,2024-09-27
2403/53_tr_301,Minister of Health,minister,Ashraff Memorial Hospital,department,department,2024-09-27
2403/53_tr_302,Minister of Health,minister,National Authority on Tobacco and Alcohol,department,department,2024-09-27
2403/53_tr_303,Minister of Health,minister,1990 Suwaseriya Foundation,department,department,2024-09-27
2403/53_tr_304,Minister of Health,minister,National Health Development Fund,department,department,2024-09-27
2403/53_tr_305,Minister of Health,minister,State Pharmaceutical Corporation,department,department,2024-09-27
2403/53_tr_306,Minister of Health,minister,State Pharmaceutical Manufacturing Corporation,department,department,2024-09-27
2403/53_tr_307,Minister of Health,minister,National Medicines Regulatory Authority,department,department,2024-09-27
2403/53_tr_308,Minister of Health,minister,Department of Ayurveda,department,department,2024-09-27
2403/53_tr_309,Minister of Health,minister,Sri Lanka Ayurvedic Drugs Corporation,department,department,2024-09-27
2403/53_tr_310,Minister of Health,minister,Ayurvedic Medical Council,department,department,2024-09-27
2403/53_tr_311,Minister of Health,minister,Ayurvedic College and Hospital Board,department,department,2024-09-27
2403/53_tr_312,Minister of Health,minister,Ayurveda Teaching and Research Hospitals,department,department,2024-09-27
2403/53_tr_313,Minister of Health,minister,"Homeopathy Hospital, Welisara",department,department,2024-09-27
2403/53_tr_314,Minister of Health,minister,Homeopathy Medical Council,department,department,2024-09-27
2403/53_tr_315,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Department of Buddhist Affairs,department,department,2024-09-27
2403/53_tr_316,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Department of Hindu Religious and Cultural Affairs,department,department,2024-09-27
2403/53_tr_317,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Department of Christian Religious Affairs,department,department,2024-09-27
2403/53_tr_318,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Department of Muslim Religious and Cultural Affairs,department,department,2024-09-27
2403/53_tr_319,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Department of National Museums,department,department,2024-09-27
2403/53_tr_320,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Department of National Archives,department,department,2024-09-27
2403/53_tr_321,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Department of Public Trustee,department,department,2024-09-27
2403/53_tr_322,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Central Cultural Fund,department,department,2024-09-27
2403/53_tr_323,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Buddha Sasana Fund,department,department,2024-09-27
2403/53_tr_324,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Buddhist Renaissance Fund,department,department,2024-09-27
2403/53_tr_325,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Department of Cultural Affairs,department,department,2024-09-27
2403/53_tr_326,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Department of Archaeology,department,department,2024-09-27
2403/53_tr_327,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Tower Hall Theatre Foundation,department,department,2024-09-27
2403/53_tr_328,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,National Arts Council,department,department,2024-09-27
2403/53_tr_329,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Gramodaya Folk Arts Centre,department,department,2024-09-27
2403/53_tr_330,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Galle Heritage Foundation,department,department,2024-09-27
2403/53_tr_331,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,National Performing Arts Theatre (Nelum Pokuna),department,department,2024-09-27
2403/53_tr_332,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Mahinda Rajapaksa National Tele Cinema Park,department,department,2024-09-27
2403/53_tr_333,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,“Ape Gama”,department,department,2024-09-27
2403/53_tr_334,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Amaradeva Aesthetic and Research Center,department,department,2024-09-27
2403/53_tr_335,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Department of Official Languages,department,department,2024-09-27
2403/53_tr_336,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Official Languages Commission,department,department,2024-09-27
2403/53_tr_337,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,National Institute of Language Education and Training,department,department,2024-09-27
2403/53_tr_338,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Office for National Unity and Reconciliation,department,department,2024-09-27
2403/53_tr_339,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Office on Missing Persons,department,department,2024-09-27
2403/53_tr_340,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Office for Reparations,department,department,2024-09-27
2403/53_tr_341,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Department of Samurdhi Development,department,department,2024-09-27
2403/53_tr_342,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Saubhagya Development Bureau,department,department,2024-09-27
2403/53_tr_343,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,National Institute of Social Development,department,department,2024-09-27
2403/53_tr_344,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Rural Development Training and Research Institute,department,department,2024-09-27
2403/53_tr_345,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Social Security Board,department,department,2024-09-27
2403/53_tr_346,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,National Council for Persons with Disabilities,department,department,2024-09-27
2403/53_tr_347,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,National Secretariat for Persons with Disabilities,department,department,2024-09-27
2403/53_tr_348,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Department of Social Services,department,department,2024-09-27
2403/53_tr_349,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,National Council for Elders and National Secretariat for Elders,department,department,2024-09-27
2403/53_tr_350,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Kidney Fund,department,department,2024-09-27
2403/53_tr_351,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Right to Information Commission,department,department,2024-09-27
2403/53_tr_352,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Department of Government Printing,department,department,2024-09-27
2403/53_tr_353,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Department of Government Information,department,department,2024-09-27
2403/53_tr_354,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Sri Lanka Press Council,department,department,2024-09-27
2403/53_tr_355,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Sri Lanka Broadcasting Corporation,department,department,2024-09-27
2403/53_tr_356,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Independent Television Network,department,department,2024-09-27
2403/53_tr_357,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Sri Lanka Rupavahini Corporation,department,department,2024-09-27
2403/53_tr_358,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Associated Newspapers of Ceylon Ltd.,department,department,2024-09-27
2403/53_tr_359,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Lanka Puwath Ltd,department,department,2024-09-27
2403/53_tr_360,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Selacine Media Solutions (PVT) LTD,department,department,2024-09-27
2403/53_tr_361,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Sri Lanka Foundation,department,department,2024-09-27
2403/53_tr_362,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Postal Department,department,department,2024-09-27
2403/53_tr_363,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Sri Lanka Institute of Printing,department,department,2024-09-27
2403/53_tr_364,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,Public Performance Board,department,department,2024-09-27
2403/53_tr_365,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,National Film Corporation,department,department,2024-09-27
2403/53_tr_366,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,J.R. Jayewardene Centre,department,department,2024-09-27
2403/53_tr_367,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",minister,S W R D Bandaranaike National Memorial Foundation,department,department,2024-09-27
2403/53_tr_368,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Road Development Authority and its subsidiaries and affiliates,department,department,2024-09-27
2403/53_tr_369,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Maga Neguma,department,department,2024-09-27
2403/53_tr_370,"Minister of Transport, Highways, Ports and Civil Aviation",minister,State Development and Construction Corporation,department,department,2024-09-27
2403/53_tr_371,"Minister of Transport, Highways, Ports and Civil Aviation",minister,National Transport Commission,department,department,2024-09-27
2403/53_tr_372,"Minister of Transport, Highways, Ports and Civil Aviation",minister,National Council for Road Safety,department,department,2024-09-27
2403/53_tr_373,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Department of Sri Lanka Railways,department,department,2024-09-27
2403/53_tr_374,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Lakdiva Engineering (Pvt) Ltd,department,department,2024-09-27
2403/53_tr_375,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Sri Lanka Transport Board,department,department,2024-09-27
2403/53_tr_376,"Minister of Transport, Highways, Ports and Civil Aviation",minister,National Transport Medical Institute,department,department,2024-09-27
2403/53_tr_377,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Department of Motor Traffic,department,department,2024-09-27
2403/53_tr_378,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Sahasya Investment Ltd,department,department,2024-09-27
2403/53_tr_379,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Sri Lanka Ports Authority and its Subsidiaries and Associates,department,department,2024-09-27
2403/53_tr_380,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Ceylon Shipping Corporation Ltd,department,department,2024-09-27
2403/53_tr_381,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Merchant Shipping Secretariat,department,department,2024-09-27
2403/53_tr_382,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Civil Aviation Authority of Sri Lanka,department,department,2024-09-27
2403/53_tr_383,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Airport and Aviation Services (Sri Lanka) Ltd.,department,department,2024-09-27
2403/53_tr_384,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Sri Lankan Air Lines Limited and its subsidiaries,department,department,2024-09-27
2403/53_tr_385,Minister of Public Security,minister,Sri Lanka Police,department,department,2024-09-27
2403/53_tr_386,Minister of Public Security,minister,National Police Academy,department,department,2024-09-27
2403/53_tr_387,Minister of Public Security,minister,Secretariat for Non-Governmental Organizations,department,department,2024-09-27
2403/53_tr_388,Minister of Public Security,minister,Department of Registration of Persons,department,department,2024-09-27
2403/53_tr_389,Minister of Public Security,minister,Department of Immigration and Emigration,department,department,2024-09-27
2403/53_tr_390,Minister of Public Security,minister,National Dangerous Drugs Control Board,department,department,2024-09-27
2403/53_tr_391,Minister of Foreign Affairs,minister,Diplomatic Missions in abroad,department,department,2024-09-27
2403/53_tr_392,Minister of Foreign Affairs,minister,National Oceanic Affairs Committee Secretariat,department,department,2024-09-27
2403/53_tr_393,Minister of Foreign Affairs,minister,Lakshman Kadirgamar Institute for International Relations and Strategic Studies,department,department,2024-09-27
2403/53_tr_394,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Central Environmental Authority,department,department,2024-09-27
2403/53_tr_395,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Geological Survey and Mines Bureau,department,department,2024-09-27
2403/53_tr_396,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,GSMB Technical Services (Pvt) Ltd.,department,department,2024-09-27
2403/53_tr_397,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Sri Lanka Climate Fund (Pvt) Ltd,department,department,2024-09-27
2403/53_tr_398,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Marine Environment Protection Authority,department,department,2024-09-27
2403/53_tr_399,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Department of Coast Conservation and Coastal Resource Management,department,department,2024-09-27
2403/53_tr_400,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Department of Forest Conservation,department,department,2024-09-27
2403/53_tr_401,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Department of Wildlife Conservation,department,department,2024-09-27
2403/53_tr_402,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Department of National Zoological Gardens,department,department,2024-09-27
2403/53_tr_403,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,State Timber Corporation,department,department,2024-09-27
2403/53_tr_404,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,National Water Supply and Drainage Board,department,department,2024-09-27
2403/53_tr_405,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Water Resources Board,department,department,2024-09-27
2403/53_tr_406,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Department of National Community Water Supply,department,department,2024-09-27
2403/53_tr_407,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,New Villages Development Authority for Plantation Region,department,department,2024-09-27
2403/53_tr_408,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Plantation Human Development Trust,department,department,2024-09-27
2403/53_tr_409,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Saumyamoorthi Thondaman Memorial Foundation,department,department,2024-09-27
2403/53_tr_410,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Estate Sector Self-Employment Revolving Fund,department,department,2024-09-27
2403/53_tr_411,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,National Institute of Plantation Management,department,department,2024-09-27
2403/53_tr_412,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Sri Lanka Tea Board,department,department,2024-09-27
2403/53_tr_413,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Tea Small Holdings Development Authority,department,department,2024-09-27
2403/53_tr_414,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Tea Research Institute,department,department,2024-09-27
2403/53_tr_415,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Tea and Rubber Estates (Control of Fragmentation) Board,department,department,2024-09-27
2403/53_tr_416,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Department of Rubber Development,department,department,2024-09-27
2403/53_tr_417,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Rubber Research Institute,department,department,2024-09-27
2403/53_tr_418,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Sri Lanka Rubber Manufacturing and Export Corporation,department,department,2024-09-27
2403/53_tr_419,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Tea Shakthi Fund,department,department,2024-09-27
2403/53_tr_420,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Thurusaviya Fund,department,department,2024-09-27
2403/53_tr_421,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Department of Export Agriculture,department,department,2024-09-27
2403/53_tr_422,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Sri Lanka Cashew Corporation,department,department,2024-09-27
2403/53_tr_423,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Spices and Allied Products Marketing Board,department,department,2024-09-27
2403/53_tr_424,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Coconut Cultivation Board,department,department,2024-09-27
2403/53_tr_425,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Coconut Development Authority,department,department,2024-09-27
2403/53_tr_426,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Coconut Research Institute,department,department,2024-09-27
2403/53_tr_427,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Palmyrah Development Board,department,department,2024-09-27
2403/53_tr_428,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Kithul Development Board,department,department,2024-09-27
2403/53_tr_429,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Kapruka Fund,department,department,2024-09-27
2403/53_tr_430,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Department of Cinnamon Development,department,department,2024-09-27
2403/53_tr_431,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Janatha Estate Development Board,department,department,2024-09-27
2403/53_tr_432,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Kalubovitiyana Tea Factory Ltd,department,department,2024-09-27
2403/53_tr_433,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Sri Lanka State Plantation Corporation,department,department,2024-09-27
2403/53_tr_434,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Elkaduwa Plantation Company Ltd,department,department,2024-09-27
2403/53_tr_435,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Kurunegala Plantation Company Ltd,department,department,2024-09-27
2403/53_tr_436,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Chilaw Plantation Company Ltd,department,department,2024-09-27
2403/53_tr_437,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Hingurana Sugar Industry Ltd.,department,department,2024-09-27
2403/53_tr_438,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Ceylon Sugar (Pvt) Ltd.,department,department,2024-09-27
2403/53_tr_439,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Kantale Sugar Company Ltd,department,department,2024-09-27
2403/53_tr_440,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Sugar Cane Research Institute,department,department,2024-09-27
2403/53_tr_441,"Minister of Environment, Wildlife, Forest Resources, Water Supply, Plantation and Community Infrastructure",minister,Galoya Plantation (Pvt) Company,department,department,2024-09-27
2403/53_tr_442,"Minister of Rural and Urban Development, Housing and Construction",minister,Urban Development Authority,department,department,2024-09-27
2403/53_tr_443,"Minister of Rural and Urban Development, Housing and Construction",minister,Urban Settlement Development Authority,department,department,2024-09-27
2403/53_tr_444,"Minister of Rural and Urban Development, Housing and Construction",minister,Selendiva Investments Limited,department,department,2024-09-27
2403/53_tr_445,"Minister of Rural and Urban Development, Housing and Construction",minister,Hotel Developers (Lanka) PLC (PQ 143),department,department,2024-09-27
2403/53_tr_446,"Minister of Rural and Urban Development, Housing and Construction",minister,National Physical Planning Department,department,department,2024-09-27
2403/53_tr_447,"Minister of Rural and Urban Development, Housing and Construction",minister,Condominium Management Authority (Common Amenities Board),department,department,2024-09-27
