transaction_id,parent,parent_type,child,child_type,rel_type,date
2373-22_tr_01,Government of Sri Lanka,government,State Minister of Sports and Youth Affairs,minister,AS_MINISTER,2024-02-27
2373-22_tr_02,State Minister of Sports and Youth Affairs,minister,Sri Lanka Anti Doping Agency,department,AS_DEPARTMENT,2024-02-27
