transaction_id,parent,parent_type,child,child_type,rel_type,date,
transaction_id,parent,parent_type,child,child_type,rel_type,date,description
2412/08_tr_230,Minister of Health and Mass Media,minister,National Institute of Health Sciences,minister,minister,2024-11-25,
2412/08_tr_231,Minister of Health and Mass Media,minister,Sri Lanka Medical Council,minister,minister,2024-11-25,
2412/08_tr_232,Minister of Health and Mass Media,minister,Sri Lanka Medical College Council,minister,minister,2024-11-25,
2412/08_tr_233,Minister of Health and Mass Media,minister,Private Health Services Regulatory Council,minister,minister,2024-11-25,
2412/08_tr_234,Minister of Health and Mass Media,minister,Department of Health Services,minister,minister,2024-11-25,
2412/08_tr_235,Minister of Health and Mass Media,minister,Sri Lanka Thriposha Co. Ltd.,minister,minister,2024-11-25,
2412/08_tr_236,Minister of Health and Mass Media,minister,"All National, Teaching and Specific Government Hospitals",minister,minister,2024-11-25,
2412/08_tr_237,Minister of Health and Mass Media,minister,School of Medical Laboratory Technology,minister,minister,2024-11-25,
2412/08_tr_238,Minister of Health and Mass Media,minister,"National Institute of Nephrology, Dialysis and Transplantation",minister,minister,2024-11-25,
2412/08_tr_239,Minister of Health and Mass Media,minister,Sri Jayewardenepura General Hospital,minister,minister,2024-11-25,
2412/08_tr_240,Minister of Health and Mass Media,minister,Vijaya Kumaratunga Memorial Hospital,minister,minister,2024-11-25,
2412/08_tr_241,Minister of Health and Mass Media,minister,Ashraff Memorial Hospital,minister,minister,2024-11-25,
2412/08_tr_242,Minister of Health and Mass Media,minister,National Authority on Tobacco and Alcohol,minister,minister,2024-11-25,
2412/08_tr_243,Minister of Health and Mass Media,minister,1990 Suwaseriya Foundation,minister,minister,2024-11-25,
2412/08_tr_244,Minister of Health and Mass Media,minister,National Health Development Fund,minister,minister,2024-11-25,
2412/08_tr_245,Minister of Health and Mass Media,minister,State Pharmaceutical Corporation,minister,minister,2024-11-25,
2412/08_tr_246,Minister of Health and Mass Media,minister,State Pharmaceutical Manufacturing Corporation,minister,minister,2024-11-25,
2412/08_tr_247,Minister of Health and Mass Media,minister,National Medicines Regulatory Authority,minister,minister,2024-11-25,
2412/08_tr_248,Minister of Health and Mass Media,minister,Department of Ayurveda,minister,minister,2024-11-25,
2412/08_tr_249,Minister of Health and Mass Media,minister,Sri Lanka Ayurvedic Drugs Corporation,minister,minister,2024-11-25,
2412/08_tr_250,Minister of Health and Mass Media,minister,Ayurvedic Medical Council,minister,minister,2024-11-25,
2412/08_tr_251,Minister of Health and Mass Media,minister,Ayurvedic College and Hospital Board,minister,minister,2024-11-25,
2412/08_tr_252,Minister of Health and Mass Media,minister,Ayurveda Teaching and Research Hospitals,minister,minister,2024-11-25,
2412/08_tr_253,Minister of Health and Mass Media,minister,"Homeopathy Hospital, Welisara",minister,minister,2024-11-25,
2412/08_tr_254,Minister of Health and Mass Media,minister,Homeopathy Medical Council,minister,minister,2024-11-25,
2412/08_tr_255,Minister of Health and Mass Media,minister,Right to Information Commission,minister,minister,2024-11-25,
2412/08_tr_256,Minister of Health and Mass Media,minister,Online Safety Commission,minister,minister,2024-11-25,
2412/08_tr_257,Minister of Health and Mass Media,minister,Department of Government Printing,minister,minister,2024-11-25,
2412/08_tr_258,Minister of Health and Mass Media,minister,Department of Government Information,minister,minister,2024-11-25,
2412/08_tr_259,Minister of Health and Mass Media,minister,Sri Lanka Press Council,minister,minister,2024-11-25,
2412/08_tr_260,Minister of Health and Mass Media,minister,Sri Lanka Broadcasting Corporation,minister,minister,2024-11-25,
2412/08_tr_261,Minister of Health and Mass Media,minister,Independent Television Network,minister,minister,2024-11-25,
2412/08_tr_262,Minister of Health and Mass Media,minister,Sri Lanka Rupavahini Corporation,minister,minister,2024-11-25,
2412/08_tr_263,Minister of Health and Mass Media,minister,Associated Newspapers of Ceylon Ltd.,minister,minister,2024-11-25,
2412/08_tr_264,Minister of Health and Mass Media,minister,Lanka Puwath Ltd,minister,minister,2024-11-25,
2412/08_tr_265,Minister of Health and Mass Media,minister,Sri Lanka Foundation,minister,minister,2024-11-25,
2412/08_tr_266,Minister of Health and Mass Media,minister,Postal Department,minister,minister,2024-11-25,
2412/08_tr_267,Minister of Health and Mass Media,minister,Sri Lanka Institute of Printing,minister,minister,2024-11-25,
2412/08_tr_268,Minister of Health and Mass Media,minister,Sri Lanka Media Training Institute,minister,minister,2024-11-25,
2412/08_tr_269,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Department of Buddhist Affairs,minister,minister,2024-11-25,
2412/08_tr_270,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Department of Hindu Religious and Cultural Affairs,minister,minister,2024-11-25,
2412/08_tr_271,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Department of Christian Religious Affairs,minister,minister,2024-11-25,
2412/08_tr_272,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Department of Muslim Religious and Cultural Affairs,minister,minister,2024-11-25,
2412/08_tr_273,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Department of National Museums,minister,minister,2024-11-25,
2412/08_tr_274,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Department of National Archives,minister,minister,2024-11-25,
2412/08_tr_275,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Department of Public Trustee,minister,minister,2024-11-25,
2412/08_tr_276,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Central Cultural Fund,minister,minister,2024-11-25,
2412/08_tr_277,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Buddha Sasana Fund,minister,minister,2024-11-25,
2412/08_tr_278,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Buddhist Renaissance Fund,minister,minister,2024-11-25,
2412/08_tr_279,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Department of Cultural Affairs,minister,minister,2024-11-25,
2412/08_tr_280,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Department of Archaeology,minister,minister,2024-11-25,
2412/08_tr_281,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Tower Hall Theatre Foundation,minister,minister,2024-11-25,
2412/08_tr_282,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,National Arts Council,minister,minister,2024-11-25,
2412/08_tr_283,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Gramodaya Folk Arts Centre,minister,minister,2024-11-25,
2412/08_tr_284,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Galle Heritage Foundation,minister,minister,2024-11-25,
2412/08_tr_285,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,National Performing Arts Theatre (Nelum Pokuna),minister,minister,2024-11-25,
2412/08_tr_286,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Mahinda Rajapaksa National Tele Cinema Park,minister,minister,2024-11-25,
2412/08_tr_287,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,“Ape Gama”,minister,minister,2024-11-25,
2412/08_tr_288,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Amaradeva Aesthetic and Research Center,minister,minister,2024-11-25,
2412/08_tr_289,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,J.R. Jayewardene Centre,minister,minister,2024-11-25,
2412/08_tr_290,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,S W R D Bandaranaike National Memorial Foundation,minister,minister,2024-11-25,
2412/08_tr_291,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,National Film Corporation,minister,minister,2024-11-25,
2412/08_tr_292,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,National Library and Documentation Services Board,minister,minister,2024-11-25,
2412/08_tr_293,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Selacine Media Solutions (Pvt) Ltd,minister,minister,2024-11-25,
2412/08_tr_294,"Minister of Buddhasasana, Religious and Cultural Affairs",minister,Public Performance Board,minister,minister,2024-11-25,
2412/08_tr_295,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Road Development Authority and its subsidiaries and affiliates,minister,minister,2024-11-25,
2412/08_tr_296,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Maga Neguma,minister,minister,2024-11-25,
2412/08_tr_297,"Minister of Transport, Highways, Ports and Civil Aviation",minister,State Development and Construction Corporation,minister,minister,2024-11-25,
2412/08_tr_298,"Minister of Transport, Highways, Ports and Civil Aviation",minister,National Transport Commission,minister,minister,2024-11-25,
2412/08_tr_299,"Minister of Transport, Highways, Ports and Civil Aviation",minister,National Council for Road Safety,minister,minister,2024-11-25,
2412/08_tr_300,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Department of Sri Lanka Railways,minister,minister,2024-11-25,
2412/08_tr_301,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Lakdiva Engineering (Pvt) Ltd,minister,minister,2024-11-25,
2412/08_tr_302,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Sri Lanka Transport Board,minister,minister,2024-11-25,
2412/08_tr_303,"Minister of Transport, Highways, Ports and Civil Aviation",minister,National Transport Medical Institute,minister,minister,2024-11-25,
2412/08_tr_304,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Department of Motor Traffic,minister,minister,2024-11-25,
2412/08_tr_305,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Sahasya Investment Ltd,minister,minister,2024-11-25,
2412/08_tr_306,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Sri Lanka Ports Authority and its Subsidiaries and Associates,minister,minister,2024-11-25,
2412/08_tr_307,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Ceylon Shipping Corporation Ltd,minister,minister,2024-11-25,
2412/08_tr_308,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Merchant Shipping Secretariat,minister,minister,2024-11-25,
2412/08_tr_309,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Civil Aviation Authority of Sri Lanka,minister,minister,2024-11-25,
2412/08_tr_310,"Minister of Transport, Highways, Ports and Civil Aviation",minister,Airport and Aviation Services (Sri Lanka) Ltd,minister,minister,2024-11-25,
2412/08_tr_311,Minister of Public Security and Parliamentary Affairs,minister,Sri Lanka Police,minister,minister,2024-11-25,
2412/08_tr_312,Minister of Public Security and Parliamentary Affairs,minister,National Police Academy,minister,minister,2024-11-25,
2412/08_tr_313,Minister of Public Security and Parliamentary Affairs,minister,Department of Immigration and Emigration,minister,minister,2024-11-25,
2412/08_tr_314,Minister of Public Security and Parliamentary Affairs,minister,National Dangerous Drugs Control Board,minister,minister,2024-11-25,
2412/08_tr_315,Minister of Public Security and Parliamentary Affairs,minister,National Secretariat for Non-Governmental Organization,minister,minister,2024-11-25,
2412/08_tr_316,"Minister of Foreign Affairs, Foreign Employment and Tourism",minister,Diplomatic Missions in abroad,minister,minister,2024-11-25,
2412/08_tr_317,"Minister of Foreign Affairs, Foreign Employment and Tourism",minister,National Oceanic Affairs Committee Secretariat,minister,minister,2024-11-25,
2412/08_tr_318,"Minister of Foreign Affairs, Foreign Employment and Tourism",minister,Lakshman Kadirgamar Institute for International Relations and Strategic Studies,minister,minister,2024-11-25,
2412/08_tr_319,"Minister of Foreign Affairs, Foreign Employment and Tourism",minister,Sri Lanka Foreign Employment Bureau,minister,minister,2024-11-25,
2412/08_tr_320,"Minister of Foreign Affairs, Foreign Employment and Tourism",minister,Foreign Employment Agency of Sri Lanka (Pvt.) Ltd,minister,minister,2024-11-25,
2412/08_tr_321,"Minister of Foreign Affairs, Foreign Employment and Tourism",minister,Sri Lanka Tourism Promotion Bureau,minister,minister,2024-11-25,
2412/08_tr_322,"Minister of Foreign Affairs, Foreign Employment and Tourism",minister,Sri Lanka Tourism Development Authority,minister,minister,2024-11-25,
2412/08_tr_323,"Minister of Foreign Affairs, Foreign Employment and Tourism",minister,Sri Lanka Institute of Tourism and Hotel Management,minister,minister,2024-11-25,
2412/08_tr_324,"Minister of Foreign Affairs, Foreign Employment and Tourism",minister,Sri Lanka Convention Bureau,minister,minister,2024-11-25,
2412/08_tr_325,Minister of Environment,minister,Central Environmental Authority,minister,minister,2024-11-25,
2412/08_tr_326,Minister of Environment,minister,Geological Survey and Mines Bureau,minister,minister,2024-11-25,
2412/08_tr_327,Minister of Environment,minister,GSMB Technical Services (Pvt) Ltd.,minister,minister,2024-11-25,
2412/08_tr_328,Minister of Environment,minister,Sri Lanka Climate Fund (Pvt) Ltd,minister,minister,2024-11-25,
2412/08_tr_329,Minister of Environment,minister,Marine Environment Protection Authority,minister,minister,2024-11-25,
2412/08_tr_330,Minister of Environment,minister,Department of Coast Conservation and Coastal Resource Management,minister,minister,2024-11-25,
2412/08_tr_331,Minister of Environment,minister,Department of Forest Conservation,minister,minister,2024-11-25,
2412/08_tr_332,Minister of Environment,minister,Department of Wildlife Conservation,minister,minister,2024-11-25,
2412/08_tr_333,Minister of Environment,minister,Department of National Zoological Gardens,minister,minister,2024-11-25,
2412/08_tr_334,Minister of Environment,minister,State Timber Corporation,minister,minister,2024-11-25,
2412/08_tr_335,Minister of Environment,minister,Water Resources Board,minister,minister,2024-11-25,
2412/08_tr_336,Minister of Environment,minister,Department of National Botanic Gardens,minister,minister,2024-11-25,
2412/08_tr_337,"Minister of Urban Development, Construction and Housing",minister,Urban Development Authority,minister,minister,2024-11-25,
2412/08_tr_338,"Minister of Urban Development, Construction and Housing",minister,Urban Settlement Development Authority,minister,minister,2024-11-25,
2412/08_tr_339,"Minister of Urban Development, Construction and Housing",minister,Selendiva Investments Limited,minister,minister,2024-11-25,
2412/08_tr_340,"Minister of Urban Development, Construction and Housing",minister,Hotel Developers (Lanka) PLC (PQ 143),minister,minister,2024-11-25,
2412/08_tr_341,"Minister of Urban Development, Construction and Housing",minister,National Physical Planning Department,minister,minister,2024-11-25,
2412/08_tr_342,"Minister of Urban Development, Construction and Housing",minister,Condominium Management Authority (Common Amenities Board),minister,minister,2024-11-25,
2412/08_tr_343,"Minister of Urban Development, Construction and Housing",minister,Sri Lanka Land Development Corporation and its subsidiaries and related institutions,minister,minister,2024-11-25,
2412/08_tr_344,"Minister of Urban Development, Construction and Housing",minister,National Housing Development Authority,minister,minister,2024-11-25,
2412/08_tr_345,"Minister of Urban Development, Construction and Housing",minister,Building Material Corporation Limited,minister,minister,2024-11-25,
2412/08_tr_346,"Minister of Urban Development, Construction and Housing",minister,Department of Buildings,minister,minister,2024-11-25,
2412/08_tr_347,"Minister of Urban Development, Construction and Housing",minister,Department of Government Factories,minister,minister,2024-11-25,
2412/08_tr_348,"Minister of Urban Development, Construction and Housing",minister,Construction Industry Development Authority,minister,minister,2024-11-25,
2412/08_tr_349,"Minister of Urban Development, Construction and Housing",minister,Ocean View Development (Pvt) Ltd.,minister,minister,2024-11-25,
2412/08_tr_350,"Minister of Urban Development, Construction and Housing",minister,State Engineering Corporation,minister,minister,2024-11-25,
2412/08_tr_351,"Minister of Urban Development, Construction and Housing",minister,National Equipment and Machinery Organization,minister,minister,2024-11-25,
2412/08_tr_352,"Minister of Urban Development, Construction and Housing",minister,National Water Supply and Drainage Board,minister,minister,2024-11-25,
2412/08_tr_353,"Minister of Urban Development, Construction and Housing",minister,Department of Community Water Supply,minister,minister,2024-11-25,
2412/08_tr_354,"Minister of Urban Development, Construction and Housing",minister,Engineering Council of Sri Lanka,minister,minister,2024-11-25,
2412/08_tr_355,"Minister of Urban Development, Construction and Housing",minister,Colombo Lotus Tower Management Co. (Pvt.) Ltd,minister,minister,2024-11-25,
2412/08_tr_356,"Minister of Fisheries, Aquatic and Ocean Resources",minister,Department of Fisheries and Aquatic Resources,minister,minister,2024-11-25,
2412/08_tr_357,"Minister of Fisheries, Aquatic and Ocean Resources",minister,National Aquatic Resources Research and Development Agency,minister,minister,2024-11-25,
2412/08_tr_358,"Minister of Fisheries, Aquatic and Ocean Resources",minister,National Aquaculture Development Authority,minister,minister,2024-11-25,
2412/08_tr_359,"Minister of Fisheries, Aquatic and Ocean Resources",minister,Ceylon Fisheries Corporation,minister,minister,2024-11-25,
2412/08_tr_360,"Minister of Fisheries, Aquatic and Ocean Resources",minister,Ceylon Fishery Harbours Corporation,minister,minister,2024-11-25,
2412/08_tr_361,"Minister of Fisheries, Aquatic and Ocean Resources",minister,Cey-Nor Foundation Ltd,minister,minister,2024-11-25,
2412/08_tr_362,"Minister of Fisheries, Aquatic and Ocean Resources",minister,Northsea Ltd,minister,minister,2024-11-25,
2412/08_tr_363,"Minister of Public Administration, Provincial Councils and Local Government",minister,Department of Pensions,minister,minister,2024-11-25,
2412/08_tr_364,"Minister of Public Administration, Provincial Councils and Local Government",minister,Sri Lanka Institute of Development Administration,minister,minister,2024-11-25,
2412/08_tr_365,"Minister of Public Administration, Provincial Councils and Local Government",minister,Distance Learning Centre Ltd.,minister,minister,2024-11-25,
2412/08_tr_366,"Minister of Public Administration, Provincial Councils and Local Government",minister,National Human Resources Development Council of Sri Lanka,minister,minister,2024-11-25,
2412/08_tr_367,"Minister of Public Administration, Provincial Councils and Local Government",minister,Public Service Pensioners’ Trust Fund,minister,minister,2024-11-25,
2412/08_tr_368,"Minister of Public Administration, Provincial Councils and Local Government",minister,Local Government Service Pension Fund,minister,minister,2024-11-25,
2412/08_tr_369,"Minister of Public Administration, Provincial Councils and Local Government",minister,Local Government Widows’ and Orphans’ Pension Fund,minister,minister,2024-11-25,
2412/08_tr_370,"Minister of Public Administration, Provincial Councils and Local Government",minister,Local Government Widowers’ and Orphans’ Pension Fund,minister,minister,2024-11-25,
2412/08_tr_371,"Minister of Public Administration, Provincial Councils and Local Government",minister,All District Secretariats and Divisional Secretariats,minister,minister,2024-11-25,
2412/08_tr_372,"Minister of Public Administration, Provincial Councils and Local Government",minister,Department of Registrar General,minister,minister,2024-11-25,
2412/08_tr_373,"Minister of Public Administration, Provincial Councils and Local Government",minister,Sri Lanka Institute of Local Government,minister,minister,2024-11-25,
2412/08_tr_374,"Minister of Public Administration, Provincial Councils and Local Government",minister,Local Loans and Development Fund,minister,minister,2024-11-25,
2412/08_tr_375,Minister of Labour,minister,Department of Labour,minister,minister,2024-11-25,
2412/08_tr_376,Minister of Labour,minister,National Institute of Labour Studies,minister,minister,2024-11-25,
2412/08_tr_377,Minister of Labour,minister,National Institute for Occupational Safety and Health,minister,minister,2024-11-25,
2412/08_tr_378,Minister of Labour,minister,Office of the Commissioner of Workmen’s Compensation,minister,minister,2024-11-25,
2412/08_tr_379,Minister of Labour,minister,Shrama Vasana Fund,minister,minister,2024-11-25,
2412/08_tr_380,Minister of Labour,minister,Department of Manpower and Employment,minister,minister,2024-11-25,
2412/08_tr_381,Minister of Science and Technology,minister,National Institute of Fundamental Studies,minister,minister,2024-11-25,
2412/08_tr_382,Minister of Science and Technology,minister,Sri Lanka Inventors’ Commission,minister,minister,2024-11-25,
2412/08_tr_383,Minister of Science and Technology,minister,National Engineering Research and Development Centre,minister,minister,2024-11-25,
2412/08_tr_384,Minister of Science and Technology,minister,National Research Council of Sri Lanka,minister,minister,2024-11-25,
2412/08_tr_385,Minister of Science and Technology,minister,National Science Foundation,minister,minister,2024-11-25,
2412/08_tr_386,Minister of Science and Technology,minister,Planetarium of Sri Lanka,minister,minister,2024-11-25,
2412/08_tr_387,Minister of Science and Technology,minister,Arthur C. Clarke Institute for Modern Technologies,minister,minister,2024-11-25,
2412/08_tr_388,Minister of Science and Technology,minister,National Innovation Agency,minister,minister,2024-11-25,
2412/08_tr_389,Minister of Science and Technology,minister,Sri Lanka Inventors Fund,minister,minister,2024-11-25,
2412/08_tr_390,Minister of Science and Technology,minister,National Science and Technology Commission,minister,minister,2024-11-25,
2412/08_tr_391,Minister of Science and Technology,minister,Sri Lanka Institute of Nanotechnology (Pvt) Ltd.,minister,minister,2024-11-25,
2412/08_tr_392,Minister of Science and Technology,minister,Sri Lanka Institute of Biotechnology (Pvt) Ltd.,minister,minister,2024-11-25,
2412/08_tr_393,Minister of Science and Technology,minister,Vidatha Centres,minister,minister,2024-11-25,
2412/08_tr_394,Minister of Science and Technology,minister,Industrial Technology Institute,minister,minister,2024-11-25,
2412/08_tr_395,Minister of Science and Technology,minister,Sri Lanka Standards Institute,minister,minister,2024-11-25,
2412/08_tr_396,Minister of Science and Technology,minister,Centre of Excellence for Robotic Applications,minister,minister,2024-11-25,
2412/08_tr_397,"Minister of Rural Development, Social Security, and Community Empowerment",minister,Department of Samurdhi Development,minister,minister,2024-11-25,
2412/08_tr_398,"Minister of Rural Development, Social Security, and Community Empowerment",minister,Saubhagya Development Bureau,minister,minister,2024-11-25,
2412/08_tr_399,"Minister of Rural Development, Social Security, and Community Empowerment",minister,National Institute of Social Development,minister,minister,2024-11-25,
2412/08_tr_400,"Minister of Rural Development, Social Security, and Community Empowerment",minister,Rural Development Training and Research Institute,minister,minister,2024-11-25,
2412/08_tr_401,"Minister of Rural Development, Social Security, and Community Empowerment",minister,Social Security Board,minister,minister,2024-11-25,
2412/08_tr_402,"Minister of Rural Development, Social Security, and Community Empowerment",minister,National Council for Persons with Disabilities,minister,minister,2024-11-25,
2412/08_tr_403,"Minister of Rural Development, Social Security, and Community Empowerment",minister,National Secretariat for Persons with Disabilities,minister,minister,2024-11-25,
2412/08_tr_404,"Minister of Rural Development, Social Security, and Community Empowerment",minister,Department of Social Services,minister,minister,2024-11-25,
2412/08_tr_405,"Minister of Rural Development, Social Security, and Community Empowerment",minister,National Council for Elders and National Secretariat for Elders,minister,minister,2024-11-25,
2412/08_tr_406,"Minister of Rural Development, Social Security, and Community Empowerment",minister,Kidney Fund,minister,minister,2024-11-25,
2412/08_tr_407,Minister of Industry and Entrepreneurship Development,minister,Ceylon Industrial Development Board,minister,minister,2024-11-25,
2412/08_tr_408,Minister of Industry and Entrepreneurship Development,minister,Lanka Leyland (Pvt) Ltd.,minister,minister,2024-11-25,
2412/08_tr_409,Minister of Industry and Entrepreneurship Development,minister,National Paper Corporation Ltd.,minister,minister,2024-11-25,
2412/08_tr_410,Minister of Industry and Entrepreneurship Development,minister,Lanka Cement Ltd,minister,minister,2024-11-25,
2412/08_tr_411,Minister of Industry and Entrepreneurship Development,minister,Kahatagaha Graphite Lanka Ltd,minister,minister,2024-11-25,
2412/08_tr_412,Minister of Industry and Entrepreneurship Development,minister,Ceylon Ceramics Corporation (Brick and Tiles Division),minister,minister,2024-11-25,
2412/08_tr_413,Minister of Industry and Entrepreneurship Development,minister,National Enterprise Development Authority,minister,minister,2024-11-25,
2412/08_tr_414,Minister of Industry and Entrepreneurship Development,minister,Lanka Mineral Sands Company,minister,minister,2024-11-25,
2412/08_tr_415,Minister of Industry and Entrepreneurship Development,minister,Small and Medium Enterprises Venture Capital Company,minister,minister,2024-11-25,
2412/08_tr_416,Minister of Industry and Entrepreneurship Development,minister,Small and Medium Enterprises Authority,minister,minister,2024-11-25,
2412/08_tr_417,Minister of Industry and Entrepreneurship Development,minister,Timber-related Design Centre,minister,minister,2024-11-25,
2412/08_tr_418,Minister of Industry and Entrepreneurship Development,minister,National Crafts Council,minister,minister,2024-11-25,
2412/08_tr_419,Minister of Industry and Entrepreneurship Development,minister,Department of Textile Industries,minister,minister,2024-11-25,
2412/08_tr_420,Minister of Industry and Entrepreneurship Development,minister,Kahagolla Engineering Services Company Ltd. (KESCO),minister,minister,2024-11-25,
2412/08_tr_421,Minister of Industry and Entrepreneurship Development,minister,Sri Lanka Institute of Textile and Apparels,minister,minister,2024-11-25,
2412/08_tr_422,Minister of Industry and Entrepreneurship Development,minister,Lanka Textile Mills Emporium Ltd.,minister,minister,2024-11-25,
2412/08_tr_423,Minister of Industry and Entrepreneurship Development,minister,Lanka Salusala Ltd,minister,minister,2024-11-25,
2412/08_tr_424,Minister of Industry and Entrepreneurship Development,minister,Sri Lanka Handicraft Board (Laksala),minister,minister,2024-11-25,
2412/08_tr_425,Minister of Industry and Entrepreneurship Development,minister,National Design Centre,minister,minister,2024-11-25,
2412/08_tr_426,Minister of Industry and Entrepreneurship Development,minister,National Gem and Jewellery Authority,minister,minister,2024-11-25,
2412/08_tr_427,Minister of Industry and Entrepreneurship Development,minister,Gem and Jewellery Research and Training Institute,minister,minister,2024-11-25,
2412/08_tr_428,Minister of Industry and Entrepreneurship Development,minister,Lanka Phosphate Limited,minister,minister,2024-11-25,
2412/08_tr_429,Minister of Industry and Entrepreneurship Development,minister,National Salt Limited,minister,minister,2024-11-25,
2412/08_tr_430,Minister of Industry and Entrepreneurship Development,minister,Sri Lanka Cement Corporation,minister,minister,2024-11-25,
2412/08_tr_431,Minister of Industry and Entrepreneurship Development,minister,Paranthan Chemicals Ltd,minister,minister,2024-11-25,
2412/08_tr_432,Minister of Industry and Entrepreneurship Development,minister,BCC Lanka Limited,minister,minister,2024-11-25,
2412/08_tr_433,Minister of Industry and Entrepreneurship Development,minister,Hingurana Sugar Industry Ltd.,minister,minister,2024-11-25,
2412/08_tr_434,Minister of Industry and Entrepreneurship Development,minister,Lanka Sugar Company (Pvt) Ltd.,minister,minister,2024-11-25,
2412/08_tr_435,Minister of Industry and Entrepreneurship Development,minister,Kantale Sugar Company Ltd,minister,minister,2024-11-25,
2412/08_tr_436,Minister of Industry and Entrepreneurship Development,minister,Galoya Plantation (Pvt) Company,minister,minister,2024-11-25,
2412/08_tr_437,Minister of Industry and Entrepreneurship Development,minister,Sugar Cane Research Institute,minister,minister,2024-11-25,
2412/08_tr_438,Minister of Industry and Entrepreneurship Development,minister,National Productivity Secretariat,minister,minister,2024-11-25,
2412/08_tr_439,Minister of Industry and Entrepreneurship Development,minister,Small Enterprise Development Division,minister,minister,2024-11-25,
2412/08_tr_440,Minister of Industry and Entrepreneurship Development,minister,Sri Lanka Export Development Board,minister,minister,2024-11-25,
2412/08_tr_441,Minister of Digital Economy,minister,Sri Lanka Telecom and its Subsidiaries and Allied Institutions,minister,minister,2024-11-25,
2412/08_tr_442,Minister of Digital Economy,minister,Information and Communication Technology Agency and Allied Institutions,minister,minister,2024-11-25,
2412/08_tr_443,Minister of Digital Economy,minister,Sri Lanka Computer Emergency Readiness Team,minister,minister,2024-11-25,
2412/08_tr_444,Minister of Digital Economy,minister,Data Protection Authority of Sri Lanka,minister,minister,2024-11-25,
2412/08_tr_445,Minister of Digital Economy,minister,Information Technology Parks,minister,minister,2024-11-25,
2412/08_tr_446,Minister of Digital Economy,minister,Department of Registration of Person,minister,minister,2024-11-25,
2412/08_tr_447,Minister of Digital Economy,minister,Telecommunication Regulatory Commission of Sri Lanka and Allied Institutions,minister,minister,2024-11-25,
2412/08_tr_448,Minister of Plantation and Community Infrastructure,minister,New Villages Development Authority for Plantation Region,minister,minister,2024-11-25,
2412/08_tr_449,Minister of Plantation and Community Infrastructure,minister,Plantation Human Development Trust,minister,minister,2024-11-25,
2412/08_tr_450,Minister of Plantation and Community Infrastructure,minister,Saumyamoorthi Thondaman Memorial Foundation,minister,minister,2024-11-25,
2412/08_tr_451,Minister of Plantation and Community Infrastructure,minister,Estate Sector Self-Employment Revolving Fund,minister,minister,2024-11-25,
2412/08_tr_452,Minister of Plantation and Community Infrastructure,minister,National Institute of Plantation Management,minister,minister,2024-11-25,
2412/08_tr_453,Minister of Plantation and Community Infrastructure,minister,Sri Lanka Tea Board,minister,minister,2024-11-25,
2412/08_tr_454,Minister of Plantation and Community Infrastructure,minister,Tea Small Holdings Development Authority,minister,minister,2024-11-25,
2412/08_tr_455,Minister of Plantation and Community Infrastructure,minister,Tea Research Institute,minister,minister,2024-11-25,
2412/08_tr_456,Minister of Plantation and Community Infrastructure,minister,Tea and Rubber Estates (Control of Fragmentation) Board,minister,minister,2024-11-25,
2412/08_tr_457,Minister of Plantation and Community Infrastructure,minister,Department of Rubber Development,minister,minister,2024-11-25,
2412/08_tr_458,Minister of Plantation and Community Infrastructure,minister,Rubber Research Institute,minister,minister,2024-11-25,
2412/08_tr_459,Minister of Plantation and Community Infrastructure,minister,Sri Lanka Rubber Manufacturing and Export Corporation,minister,minister,2024-11-25,
